"Notes"	"2013 Urbanization"	"2013 Urbanization Code"	"Month"	"Month Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Micropolitan (Nonmetro)"	"5"	"Mar., 2013"	"2013/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1794	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Apr., 2013"	"2013/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1623	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"May, 2013"	"2013/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1484	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jun., 2013"	"2013/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1396	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jul., 2013"	"2013/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1318	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Aug., 2013"	"2013/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1284	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Sep., 2013"	"2013/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1292	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Oct., 2013"	"2013/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1362	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Nov., 2013"	"2013/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1437	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Dec., 2013"	"2013/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1638	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jan., 2014"	"2014/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1852	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Feb., 2014"	"2014/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1612	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Mar., 2014"	"2014/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1675	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Apr., 2014"	"2014/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1570	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"May, 2014"	"2014/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1546	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jun., 2014"	"2014/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1345	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jul., 2014"	"2014/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1402	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Aug., 2014"	"2014/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1317	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Sep., 2014"	"2014/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1334	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Oct., 2014"	"2014/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1422	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Nov., 2014"	"2014/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1447	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Dec., 2014"	"2014/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1781	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jan., 2015"	"2015/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2131	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Feb., 2015"	"2015/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1716	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Mar., 2015"	"2015/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1877	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Apr., 2015"	"2015/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1777	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"May, 2015"	"2015/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1717	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jun., 2015"	"2015/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1462	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jul., 2015"	"2015/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1480	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Aug., 2015"	"2015/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1387	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Sep., 2015"	"2015/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1350	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Oct., 2015"	"2015/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1489	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Nov., 2015"	"2015/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1494	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Dec., 2015"	"2015/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1583	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jan., 2016"	"2016/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1819	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Feb., 2016"	"2016/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1784	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Mar., 2016"	"2016/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1864	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Apr., 2016"	"2016/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1711	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"May, 2016"	"2016/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1586	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jun., 2016"	"2016/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1472	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jul., 2016"	"2016/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1453	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Aug., 2016"	"2016/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1399	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Sep., 2016"	"2016/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1362	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Oct., 2016"	"2016/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1468	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Nov., 2016"	"2016/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1580	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Dec., 2016"	"2016/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1799	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jan., 2017"	"2017/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2022	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Feb., 2017"	"2017/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1862	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Mar., 2017"	"2017/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2056	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Apr., 2017"	"2017/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1666	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"May, 2017"	"2017/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1734	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jun., 2017"	"2017/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1487	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jul., 2017"	"2017/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1450	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Aug., 2017"	"2017/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1399	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Sep., 2017"	"2017/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1400	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Oct., 2017"	"2017/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1500	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Nov., 2017"	"2017/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1543	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Dec., 2017"	"2017/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1956	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jan., 2018"	"2018/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2270	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Feb., 2018"	"2018/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1784	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Mar., 2018"	"2018/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1907	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Apr., 2018"	"2018/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1716	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"May, 2018"	"2018/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1658	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jun., 2018"	"2018/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1450	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jul., 2018"	"2018/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1454	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Aug., 2018"	"2018/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1424	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Sep., 2018"	"2018/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1442	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Oct., 2018"	"2018/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1555	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Nov., 2018"	"2018/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1567	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Dec., 2018"	"2018/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1770	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jan., 2019"	"2019/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1973	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Feb., 2019"	"2019/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1779	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Mar., 2019"	"2019/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1988	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Apr., 2019"	"2019/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1773	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"May, 2019"	"2019/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1643	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jun., 2019"	"2019/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1523	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Jul., 2019"	"2019/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1476	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Aug., 2019"	"2019/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1405	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Sep., 2019"	"2019/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1449	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Oct., 2019"	"2019/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1598	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Nov., 2019"	"2019/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1551	Not Applicable	Not Applicable
	"Micropolitan (Nonmetro)"	"5"	"Dec., 2019"	"2019/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1813	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jan., 1999"	"1999/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1141	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Feb., 1999"	"1999/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1223	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Mar., 1999"	"1999/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1401	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Apr., 1999"	"1999/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1033	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"May, 1999"	"1999/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	871	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jun., 1999"	"1999/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	769	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jul., 1999"	"1999/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	767	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Aug., 1999"	"1999/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	745	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Sep., 1999"	"1999/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	712	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Oct., 1999"	"1999/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	841	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Nov., 1999"	"1999/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	908	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Dec., 1999"	"1999/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1161	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jan., 2000"	"2000/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1490	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Feb., 2000"	"2000/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1088	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Mar., 2000"	"2000/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1009	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Apr., 2000"	"2000/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	888	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"May, 2000"	"2000/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	923	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jun., 2000"	"2000/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	790	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jul., 2000"	"2000/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	813	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Aug., 2000"	"2000/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	759	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Sep., 2000"	"2000/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	744	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Oct., 2000"	"2000/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	863	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Nov., 2000"	"2000/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	857	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Dec., 2000"	"2000/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1052	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jan., 2001"	"2001/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1163	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Feb., 2001"	"2001/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1024	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Mar., 2001"	"2001/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1182	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Apr., 2001"	"2001/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1102	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"May, 2001"	"2001/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	974	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jun., 2001"	"2001/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	918	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jul., 2001"	"2001/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	761	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Aug., 2001"	"2001/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	792	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Sep., 2001"	"2001/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	761	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Oct., 2001"	"2001/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	891	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Nov., 2001"	"2001/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	914	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Dec., 2001"	"2001/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	973	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jan., 2002"	"2002/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1164	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Feb., 2002"	"2002/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1169	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Mar., 2002"	"2002/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1292	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Apr., 2002"	"2002/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1000	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"May, 2002"	"2002/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	969	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jun., 2002"	"2002/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	865	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jul., 2002"	"2002/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	825	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Aug., 2002"	"2002/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	805	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Sep., 2002"	"2002/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	825	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Oct., 2002"	"2002/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	870	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Nov., 2002"	"2002/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	981	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Dec., 2002"	"2002/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1099	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jan., 2003"	"2003/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1127	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Feb., 2003"	"2003/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1000	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Mar., 2003"	"2003/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1093	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Apr., 2003"	"2003/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1040	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"May, 2003"	"2003/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	992	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jun., 2003"	"2003/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	880	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jul., 2003"	"2003/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	879	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Aug., 2003"	"2003/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	796	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Sep., 2003"	"2003/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	816	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Oct., 2003"	"2003/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	910	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Nov., 2003"	"2003/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	921	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Dec., 2003"	"2003/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1446	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jan., 2004"	"2004/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1362	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Feb., 2004"	"2004/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1084	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Mar., 2004"	"2004/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1098	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Apr., 2004"	"2004/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	961	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"May, 2004"	"2004/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	977	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jun., 2004"	"2004/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	827	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jul., 2004"	"2004/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	811	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Aug., 2004"	"2004/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	785	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Sep., 2004"	"2004/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	789	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Oct., 2004"	"2004/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	867	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Nov., 2004"	"2004/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	858	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Dec., 2004"	"2004/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	947	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jan., 2005"	"2005/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1176	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Feb., 2005"	"2005/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1339	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Mar., 2005"	"2005/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1475	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Apr., 2005"	"2005/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1175	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"May, 2005"	"2005/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1071	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jun., 2005"	"2005/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	963	Not Applicable	Not Applicable
