"Notes"	"2013 CBSA"	"2013 CBSA Code"	"ICD 113 Groups"	"ICD 113 Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Scranton--Wilkes-Barre--Hazleton, PA"	"42540"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	563631	Suppressed
	"Scranton--Wilkes-Barre--Hazleton, PA"	"42540"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	564006	Suppressed
	"Scranton--Wilkes-Barre--Hazleton, PA"	"42540"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	564348	Suppressed
	"Scranton--Wilkes-Barre--Hazleton, PA"	"42540"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	562004	Suppressed
	"Scranton--Wilkes-Barre--Hazleton, PA"	"42540"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	11	560170	1.963689594 (Unreliable)
	"Scranton--Wilkes-Barre--Hazleton, PA"	"42540"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	557743	Suppressed
	"Scranton--Wilkes-Barre--Hazleton, PA"	"42540"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	555225	Suppressed
	"Seattle-Tacoma-Bellevue, WA"	"42660"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	49	3019651	1.622704081
	"Seattle-Tacoma-Bellevue, WA"	"42660"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	42	3043878	1.379818771
	"Seattle-Tacoma-Bellevue, WA"	"42660"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	34	3092927	1.099282330
	"Seattle-Tacoma-Bellevue, WA"	"42660"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	38	3118302	1.218611924
	"Seattle-Tacoma-Bellevue, WA"	"42660"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	37	3133021	1.180968784
	"Seattle-Tacoma-Bellevue, WA"	"42660"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	36	3158967	1.139613044
	"Seattle-Tacoma-Bellevue, WA"	"42660"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	31	3198265	0.969275529
	"Seattle-Tacoma-Bellevue, WA"	"42660"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	23	3257081	0.706153762
	"Seattle-Tacoma-Bellevue, WA"	"42660"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	26	3304467	0.786813728
	"Seattle-Tacoma-Bellevue, WA"	"42660"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	35	3355042	1.043206017
	"Seattle-Tacoma-Bellevue, WA"	"42660"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	35	3414797	1.024951117
	"Seattle-Tacoma-Bellevue, WA"	"42660"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	28	3439809	0.813998684
	"Seattle-Tacoma-Bellevue, WA"	"42660"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	43	3497925	1.229300228
	"Seattle-Tacoma-Bellevue, WA"	"42660"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	38	3552815	1.069574408
	"Seattle-Tacoma-Bellevue, WA"	"42660"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	38	3609617	1.052743269
	"Seattle-Tacoma-Bellevue, WA"	"42660"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	43	3667042	1.172607240
	"Seattle-Tacoma-Bellevue, WA"	"42660"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	41	3727097	1.100051863
	"Seattle-Tacoma-Bellevue, WA"	"42660"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	25	3798902	0.658084889
	"Shreveport-Bossier City, LA"	"43340"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	Suppressed	416699	Suppressed
	"Shreveport-Bossier City, LA"	"43340"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	11	417796	2.632863886 (Unreliable)
	"Shreveport-Bossier City, LA"	"43340"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	417622	Suppressed
	"Shreveport-Bossier City, LA"	"43340"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	Suppressed	417953	Suppressed
	"Shreveport-Bossier City, LA"	"43340"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	418234	Suppressed
	"Shreveport-Bossier City, LA"	"43340"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	421695	Suppressed
	"Shreveport-Bossier City, LA"	"43340"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	424302	Suppressed
	"Shreveport-Bossier City, LA"	"43340"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	430852	Suppressed
	"Shreveport-Bossier City, LA"	"43340"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	431496	Suppressed
	"Shreveport-Bossier City, LA"	"43340"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	433607	Suppressed
	"Shreveport-Bossier City, LA"	"43340"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	435976	Suppressed
	"Shreveport-Bossier City, LA"	"43340"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	439811	Suppressed
	"Shreveport-Bossier City, LA"	"43340"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	445048	Suppressed
	"Shreveport-Bossier City, LA"	"43340"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	448471	Suppressed
	"Shreveport-Bossier City, LA"	"43340"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	11	446809	2.461902065 (Unreliable)
	"Shreveport-Bossier City, LA"	"43340"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	Suppressed	444951	Suppressed
	"Shreveport-Bossier City, LA"	"43340"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	12	444132	2.701899435 (Unreliable)
	"Shreveport-Bossier City, LA"	"43340"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	441767	Suppressed
	"South Bend-Mishawaka, IN-MI"	"43780"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	Suppressed	315804	Suppressed
	"South Bend-Mishawaka, IN-MI"	"43780"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	316663	Suppressed
	"South Bend-Mishawaka, IN-MI"	"43780"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	316897	Suppressed
	"South Bend-Mishawaka, IN-MI"	"43780"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	Suppressed	316678	Suppressed
	"South Bend-Mishawaka, IN-MI"	"43780"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	316545	Suppressed
	"South Bend-Mishawaka, IN-MI"	"43780"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	316831	Suppressed
	"South Bend-Mishawaka, IN-MI"	"43780"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	317221	Suppressed
	"South Bend-Mishawaka, IN-MI"	"43780"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	317778	Suppressed
	"South Bend-Mishawaka, IN-MI"	"43780"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	318668	Suppressed
	"South Bend-Mishawaka, IN-MI"	"43780"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	319966	Suppressed
	"South Bend-Mishawaka, IN-MI"	"43780"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	319189	Suppressed
	"South Bend-Mishawaka, IN-MI"	"43780"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	319224	Suppressed
	"South Bend-Mishawaka, IN-MI"	"43780"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	319169	Suppressed
	"South Bend-Mishawaka, IN-MI"	"43780"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	318662	Suppressed
	"South Bend-Mishawaka, IN-MI"	"43780"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	318820	Suppressed
	"South Bend-Mishawaka, IN-MI"	"43780"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	Suppressed	319433	Suppressed
	"South Bend-Mishawaka, IN-MI"	"43780"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	319799	Suppressed
	"South Bend-Mishawaka, IN-MI"	"43780"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	320740	Suppressed
	"Spartanburg, SC"	"43900"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	Suppressed	281850	Suppressed
	"Spartanburg, SC"	"43900"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	283672	Suppressed
	"Spartanburg, SC"	"43900"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	286282	Suppressed
	"Spartanburg, SC"	"43900"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	Suppressed	288166	Suppressed
	"Spartanburg, SC"	"43900"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	289742	Suppressed
	"Spartanburg, SC"	"43900"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	291107	Suppressed
	"Spartanburg, SC"	"43900"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	293722	Suppressed
	"Spartanburg, SC"	"43900"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	298146	Suppressed
	"Spartanburg, SC"	"43900"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	303275	Suppressed
	"Spartanburg, SC"	"43900"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	308845	Suppressed
	"Spartanburg, SC"	"43900"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	312435	Suppressed
	"Spartanburg, SC"	"43900"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	313268	Suppressed
	"Spartanburg, SC"	"43900"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	314761	Suppressed
	"Spartanburg, SC"	"43900"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	316643	Suppressed
	"Spartanburg, SC"	"43900"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	318753	Suppressed
	"Spartanburg, SC"	"43900"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	Suppressed	321389	Suppressed
	"Spartanburg, SC"	"43900"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	324863	Suppressed
	"Spartanburg, SC"	"43900"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	329136	Suppressed
	"Spokane-Spokane Valley, WA"	"44060"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	Suppressed	466608	Suppressed
	"Spokane-Spokane Valley, WA"	"44060"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	11	469737	2.341735907 (Unreliable)
	"Spokane-Spokane Valley, WA"	"44060"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	474933	Suppressed
	"Spokane-Spokane Valley, WA"	"44060"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	10	479375	2.086049544 (Unreliable)
	"Spokane-Spokane Valley, WA"	"44060"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	483328	Suppressed
	"Spokane-Spokane Valley, WA"	"44060"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	488534	Suppressed
	"Spokane-Spokane Valley, WA"	"44060"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	10	494408	2.022620993 (Unreliable)
	"Spokane-Spokane Valley, WA"	"44060"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	10	502564	1.989796324 (Unreliable)
	"Spokane-Spokane Valley, WA"	"44060"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	512037	Suppressed
	"Spokane-Spokane Valley, WA"	"44060"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	518646	Suppressed
	"Spokane-Spokane Valley, WA"	"44060"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	524826	Suppressed
	"Spokane-Spokane Valley, WA"	"44060"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	16	527753	3.031721279 (Unreliable)
	"Spokane-Spokane Valley, WA"	"44060"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	529942	Suppressed
	"Spokane-Spokane Valley, WA"	"44060"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	532440	Suppressed
	"Spokane-Spokane Valley, WA"	"44060"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	12	535711	2.240013739 (Unreliable)
	"Spokane-Spokane Valley, WA"	"44060"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	12	540840	2.218770801 (Unreliable)
	"Spokane-Spokane Valley, WA"	"44060"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	11	547392	2.009528820 (Unreliable)
	"Spokane-Spokane Valley, WA"	"44060"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	556634	Suppressed
	"Springfield, MA"	"44140"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	13	607147	2.141161860 (Unreliable)
	"Springfield, MA"	"44140"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	17	608479	2.793851554 (Unreliable)
	"Springfield, MA"	"44140"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	10	609075	1.641833929 (Unreliable)
	"Springfield, MA"	"44140"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	13	612241	2.123346852 (Unreliable)
	"Springfield, MA"	"44140"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	17	615294	2.762906838 (Unreliable)
	"Springfield, MA"	"44140"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	615860	Suppressed
	"Springfield, MA"	"44140"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	616530	Suppressed
	"Springfield, MA"	"44140"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	10	617576	1.619233908 (Unreliable)
	"Springfield, MA"	"44140"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	618276	Suppressed
	"Springfield, MA"	"44140"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	619668	Suppressed
	"Springfield, MA"	"44140"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	620687	Suppressed
	"Springfield, MA"	"44140"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	621570	Suppressed
	"Springfield, MA"	"44140"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	626107	Suppressed
	"Springfield, MA"	"44140"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	626996	Suppressed
	"Springfield, MA"	"44140"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	12	628057	1.910654606 (Unreliable)
	"Springfield, MA"	"44140"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	Suppressed	630076	Suppressed
	"Springfield, MA"	"44140"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	630127	Suppressed
	"Springfield, MA"	"44140"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	630283	Suppressed
	"Springfield, MO"	"44180"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	Suppressed	363882	Suppressed
	"Springfield, MO"	"44180"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	368374	Suppressed
	"Springfield, MO"	"44180"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	375215	Suppressed
	"Springfield, MO"	"44180"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	Suppressed	380529	Suppressed
	"Springfield, MO"	"44180"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	387040	Suppressed
	"Springfield, MO"	"44180"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	394660	Suppressed
	"Springfield, MO"	"44180"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	402883	Suppressed
	"Springfield, MO"	"44180"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	413765	Suppressed
	"Springfield, MO"	"44180"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	423127	Suppressed
	"Springfield, MO"	"44180"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	429289	Suppressed
	"Springfield, MO"	"44180"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	434220	Suppressed
	"Springfield, MO"	"44180"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	436712	Suppressed
	"Springfield, MO"	"44180"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	440371	Suppressed
	"Springfield, MO"	"44180"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	444693	Suppressed
	"Springfield, MO"	"44180"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	448775	Suppressed
	"Springfield, MO"	"44180"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	Suppressed	452263	Suppressed
	"Springfield, MO"	"44180"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	456328	Suppressed
	"Springfield, MO"	"44180"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	458930	Suppressed
	"Stockton-Lodi, CA"	"44700"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	15	552424	2.715305635 (Unreliable)
	"Stockton-Lodi, CA"	"44700"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	563598	Suppressed
	"Stockton-Lodi, CA"	"44700"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	591207	Suppressed
	"Stockton-Lodi, CA"	"44700"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	13	609041	2.134503260 (Unreliable)
	"Stockton-Lodi, CA"	"44700"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	626778	Suppressed
	"Stockton-Lodi, CA"	"44700"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	642898	Suppressed
	"Stockton-Lodi, CA"	"44700"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	11	656985	1.674315243 (Unreliable)
	"Stockton-Lodi, CA"	"44700"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	11	662812	1.659595783 (Unreliable)
	"Stockton-Lodi, CA"	"44700"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	15	668080	2.245240091 (Unreliable)
	"Stockton-Lodi, CA"	"44700"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	671692	Suppressed
	"Stockton-Lodi, CA"	"44700"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	677736	Suppressed
	"Stockton-Lodi, CA"	"44700"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	685306	Suppressed
	"Stockton-Lodi, CA"	"44700"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	694943	Suppressed
	"Stockton-Lodi, CA"	"44700"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	700611	Suppressed
	"Stockton-Lodi, CA"	"44700"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	703265	Suppressed
	"Stockton-Lodi, CA"	"44700"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	10	713218	1.402095853 (Unreliable)
	"Stockton-Lodi, CA"	"44700"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	723496	Suppressed
	"Stockton-Lodi, CA"	"44700"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	14	733709	1.908113435 (Unreliable)
	"Syracuse, NY"	"45060"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	12	650297	1.845310681 (Unreliable)
	"Syracuse, NY"	"45060"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	650154	Suppressed
	"Syracuse, NY"	"45060"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	650697	Suppressed
	"Syracuse, NY"	"45060"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	Suppressed	652241	Suppressed
	"Syracuse, NY"	"45060"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	655091	Suppressed
	"Syracuse, NY"	"45060"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	11	656149	1.676448490 (Unreliable)
	"Syracuse, NY"	"45060"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	655021	Suppressed
	"Syracuse, NY"	"45060"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	655321	Suppressed
	"Syracuse, NY"	"45060"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	656209	Suppressed
	"Syracuse, NY"	"45060"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	658913	Suppressed
	"Syracuse, NY"	"45060"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	660857	Suppressed
	"Syracuse, NY"	"45060"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	662577	Suppressed
	"Syracuse, NY"	"45060"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	662882	Suppressed
	"Syracuse, NY"	"45060"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	12	661753	1.813365410 (Unreliable)
	"Syracuse, NY"	"45060"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	663196	Suppressed
	"Syracuse, NY"	"45060"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	10	661792	1.511048789 (Unreliable)
	"Syracuse, NY"	"45060"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	660008	Suppressed
	"Syracuse, NY"	"45060"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	656510	Suppressed
	"Tallahassee, FL"	"45220"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	Suppressed	316825	Suppressed
	"Tallahassee, FL"	"45220"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	Suppressed	320304	Suppressed
	"Tallahassee, FL"	"45220"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	Suppressed	324386	Suppressed
	"Tallahassee, FL"	"45220"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	Suppressed	327940	Suppressed
	"Tallahassee, FL"	"45220"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	Suppressed	334289	Suppressed
	"Tallahassee, FL"	"45220"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	Suppressed	339179	Suppressed
	"Tallahassee, FL"	"45220"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	Suppressed	344257	Suppressed
	"Tallahassee, FL"	"45220"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	Suppressed	350580	Suppressed
	"Tallahassee, FL"	"45220"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	Suppressed	357357	Suppressed
	"Tallahassee, FL"	"45220"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	Suppressed	361238	Suppressed
	"Tallahassee, FL"	"45220"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	Suppressed	364690	Suppressed
	"Tallahassee, FL"	"45220"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	Suppressed	367413	Suppressed
	"Tallahassee, FL"	"45220"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	Suppressed	371156	Suppressed
	"Tallahassee, FL"	"45220"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	Suppressed	375391	Suppressed
	"Tallahassee, FL"	"45220"	"Asthma (J45-J46)"	"GR113-085"	"2013"	"2013"	Suppressed	373268	Suppressed
	"Tallahassee, FL"	"45220"	"Asthma (J45-J46)"	"GR113-085"	"2014"	"2014"	Suppressed	375595	Suppressed
	"Tallahassee, FL"	"45220"	"Asthma (J45-J46)"	"GR113-085"	"2015"	"2015"	Suppressed	377806	Suppressed
	"Tallahassee, FL"	"45220"	"Asthma (J45-J46)"	"GR113-085"	"2016"	"2016"	Suppressed	379627	Suppressed
	"Tampa-St. Petersburg-Clearwater, FL"	"45300"	"Asthma (J45-J46)"	"GR113-085"	"1999"	"1999"	37	2369105	1.561771217
	"Tampa-St. Petersburg-Clearwater, FL"	"45300"	"Asthma (J45-J46)"	"GR113-085"	"2000"	"2000"	42	2395997	1.752923731
	"Tampa-St. Petersburg-Clearwater, FL"	"45300"	"Asthma (J45-J46)"	"GR113-085"	"2001"	"2001"	41	2444015	1.677567445
	"Tampa-St. Petersburg-Clearwater, FL"	"45300"	"Asthma (J45-J46)"	"GR113-085"	"2002"	"2002"	37	2487445	1.487470075
	"Tampa-St. Petersburg-Clearwater, FL"	"45300"	"Asthma (J45-J46)"	"GR113-085"	"2003"	"2003"	37	2529652	1.462651780
	"Tampa-St. Petersburg-Clearwater, FL"	"45300"	"Asthma (J45-J46)"	"GR113-085"	"2004"	"2004"	37	2587771	1.429801942
	"Tampa-St. Petersburg-Clearwater, FL"	"45300"	"Asthma (J45-J46)"	"GR113-085"	"2005"	"2005"	39	2651580	1.470821171
	"Tampa-St. Petersburg-Clearwater, FL"	"45300"	"Asthma (J45-J46)"	"GR113-085"	"2006"	"2006"	31	2699935	1.148175789
	"Tampa-St. Petersburg-Clearwater, FL"	"45300"	"Asthma (J45-J46)"	"GR113-085"	"2007"	"2007"	31	2726780	1.136872062
	"Tampa-St. Petersburg-Clearwater, FL"	"45300"	"Asthma (J45-J46)"	"GR113-085"	"2008"	"2008"	29	2746981	1.055704426
	"Tampa-St. Petersburg-Clearwater, FL"	"45300"	"Asthma (J45-J46)"	"GR113-085"	"2009"	"2009"	33	2763937	1.193949066
	"Tampa-St. Petersburg-Clearwater, FL"	"45300"	"Asthma (J45-J46)"	"GR113-085"	"2010"	"2010"	16	2783243	0.574868957 (Unreliable)
	"Tampa-St. Petersburg-Clearwater, FL"	"45300"	"Asthma (J45-J46)"	"GR113-085"	"2011"	"2011"	18	2828665	0.636342586 (Unreliable)
	"Tampa-St. Petersburg-Clearwater, FL"	"45300"	"Asthma (J45-J46)"	"GR113-085"	"2012"	"2012"	24	2847624	0.842807899
